港澳台,#group#
陕西卫视,http://live1.jzjsnm.cn/live1/sanxi_sd.m3u8?auth_key=1674384817144-0-0-2476be9217cd970a343f814c223684bb
青海卫视,http://live1.jzjsnm.cn/live1/qinghai_sd.m3u8?auth_key=1674384821565-0-0-1fd4fa0cf1f181cb7f18ca6c29b017e5
海南卫视,http://live1.jzjsnm.cn/live1/hainan_sd.m3u8?auth_key=1674384790084-0-0-3fc253fac33ed7e4f1e21db277d67f2a
贵州卫视,http://live1.jzjsnm.cn/live1/guizhou_sd.m3u8?auth_key=1674384798657-0-0-8df7415dfe060b882d402cf7b8b220d0
西藏卫视,http://live1.jzjsnm.cn/live1/xizang_sd.m3u8?auth_key=1674384806767-0-0-f6a9fd6bf153fbcf1154eb8a9a78512d
内蒙古卫视,http://live1.jzjsnm.cn/live1/neimenggu_sd.m3u8?auth_key=1674384714923-0-0-269b80260d7b33d09020a97e5ad3c99b
宁夏卫视,http://live1.jzjsnm.cn/live1/ningxia_sd.m3u8?auth_key=1674384832988-0-0-310bf6a46794884a574b4180be3ef5d1
延边卫视,http://live1.jzjsnm.cn/live1/yanbian_sd.m3u8?auth_key=1674380606234-0-0-b6abfdf9258f0d77f120b9b820ba4bd0
兵团卫视,http://live1.jzjsnm.cn/live1/bingtuan_sd.m3u8?auth_key=1674384824936-0-0-9dbbc3c7a6c08ec584bfaffab54d6399




北京卫视高清,http://183.239.108.37:1698/hls/38/index.m3u8
湖南卫视高清,http://183.239.108.37:1698/hls/35/index.m3u8
湖北卫视高清,http://183.239.108.37:1698/hls/41/index.m3u8
浙江卫视高清,http://183.239.108.37:1698/hls/36/index.m3u8
江苏卫视高清,http://183.239.108.37:1698/hls/37/index.m3u8
黑龙江卫视高清,http://183.239.108.37:1698/hls/40/index.m3u8
安徽卫视高清,http://183.239.108.37:1698/hls/48/index.m3u8
重庆卫视高清,http://183.239.108.37:1698/hls/47/index.m3u8
山东卫视高清,http://183.239.108.37:1698/hls/43/index.m3u8
东南卫视高清,http://183.239.108.37:1698/hls/50/index.m3u8
四川卫视高清,http://183.239.108.37:1698/hls/46/index.m3u8
天津卫视高清,http://183.239.108.37:1698/hls/42/index.m3u8
河南卫视高清,http://183.239.108.37:1698/hls/52/index.m3u8
甘肃卫视高清,http://183.239.108.37:1698/hls/56/index.m3u8
海南卫视高清,http://183.239.108.37:1698/hls/58/index.m3u8
河北卫视高清,http://183.239.108.37:1698/hls/53/index.m3u8
贵州卫视高清,http://183.239.108.37:1698/hls/49/index.m3u8
辽宁卫视高清,http://183.239.108.37:1698/hls/45/index.m3u8
陕西卫视,http://183.239.108.37:1698/hls/82/index.m3u8
江西卫视高清,http://183.239.108.37:1698/hls/51/index.m3u8
吉林卫视高清,http://183.239.108.37:1698/hls/55/index.m3u8
广西卫视高清,http://183.239.108.37:1698/hls/54/index.m3u8
东方卫视高清,http://183.239.108.37:1698/hls/44/index.m3u8
云南卫视高清,http://183.239.108.37:1698/hls/57/index.m3u8
山西卫视高清,http://183.239.108.37:1698/hls/83/index.m3u8
宁夏卫视,http://183.239.108.37:1698/hls/84/index.m3u8
青海卫视,http://183.239.108.37:1698/hls/81/index.m3u8
厦门卫视,http://183.239.108.37:1698/hls/85/index.m3u8



移动自用,#group#




广东频道,#genre#
广东卫视,http://154.17.9.124:7088/rtp/239.10.0.141:1025
广东卫视高清,http://154.17.9.124:7088/rtp/239.10.0.111:1025
广东卫视超清,http://154.17.9.124:7088/rtp/239.10.0.45:1025
广东卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.99:3004
广东珠江,http://154.17.9.124:7088/rtp/239.10.0.121:1025
广东珠江高清,http://154.17.9.124:7088/rtp/239.10.0.62:1025
广东珠江超清,http://154.17.9.124:7088/rtp/239.10.0.63:1025
广东珠江FHD,http://154.17.9.124:7088/rtp/239.20.0.63:3148
广东新闻,http://154.17.9.124:7088/rtp/239.10.0.122:1025
广东新闻高清,http://154.17.9.124:7088/rtp/239.10.0.199:1025
广东公共,http://154.17.9.124:7088/rtp/239.10.0.123:1025
广东公共高清,http://154.17.9.124:7088/rtp/239.11.0.80:1025
广东体育,http://154.17.9.124:7088/rtp/239.10.0.124:1025
广东体育高清,http://154.17.9.124:7088/rtp/239.10.0.113:1025
广东体育超清,http://154.17.9.124:7088/rtp/239.10.0.47:1025
广东体育FHD,http://154.17.9.124:7088/rtp/239.20.0.97:3012
广东经济科教,http://154.17.9.124:7088/rtp/239.10.0.201:1025
广东经济科教高清,http://154.17.9.124:7088/rtp/239.10.0.112:1025
广东经济科教超清,http://154.17.9.124:7088/rtp/239.10.0.46:1025
大湾区卫视,http://154.17.9.124:7088/rtp/239.10.0.135:1025
大湾区卫视高清,http://154.17.9.124:7088/rtp/239.11.0.78:1025
广东影视,http://154.17.9.124:7088/rtp/239.10.0.127:1025
广东影视高清,http://154.17.9.124:7088/rtp/239.11.0.79:1025
广东少儿,http://154.17.9.124:7088/rtp/239.10.0.128:1025
广东少儿高清,http://154.17.9.124:7088/rtp/239.11.0.81:1025
嘉佳卡通,http://154.17.9.124:7088/rtp/239.10.0.129:1025
嘉佳卡通高清,http://154.17.9.124:7088/rtp/239.10.0.200:1025
南方卫视高清,http://154.17.9.124:7088/rtp/239.21.0.84:3676
广东综艺4K,http://154.17.9.124:7088/rtp/239.10.0.64:1025
广东科教FHD,http://154.17.9.124:7088/rtp/239.20.0.98:3008
岭南戏曲,http://154.17.9.124:7088/rtp/239.10.0.125:1025
现代教育,http://154.17.9.124:7088/rtp/239.10.0.138:1025
房产频道,http://154.17.9.124:7088/rtp/239.10.0.136:1025
移动频道,http://154.17.9.124:7088/rtp/239.10.0.143:1025
南方购物,http://154.17.9.124:7088/rtp/239.10.0.126:1025
南方购物精选,http://154.17.9.124:7088/rtp/239.11.0.95:1025
广州综合,http://154.17.9.124:7088/rtp/239.11.0.133:1025
广州综合高清,http://154.17.9.124:7088/rtp/239.11.0.138:1025
广州新闻,http://154.17.9.124:7088/rtp/239.11.0.134:1025
广州新闻高清,http://154.17.9.124:7088/rtp/239.11.0.139:1025
广州影视,http://154.17.9.124:7088/rtp/239.11.0.135:1025
广州影视高清,http://154.17.9.124:7088/rtp/239.11.0.140:1025
广州法治,http://154.17.9.124:7088/rtp/239.11.0.136:1025
广州法治高清,http://154.17.9.124:7088/rtp/239.11.0.141:1025
广州竞赛,http://154.17.9.124:7088/rtp/239.11.0.142:1025
南国都市4K,http://154.17.9.124:7088/rtp/239.11.0.170:1025
深圳卫视,http://154.17.9.124:7088/rtp/239.10.0.144:1025
深圳卫视高清,http://154.17.9.124:7088/rtp/239.10.0.132:1025
深圳卫视超清,http://154.17.9.124:7088/rtp/239.10.0.52:1025
深圳卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.92:3032
汕头新闻综合,http://154.17.9.124:7088/rtp/239.21.0.98:3732
汕头新闻综合高清,http://154.17.9.124:7088/rtp/239.21.0.101:3744
汕头经济生活,http://154.17.9.124:7088/rtp/239.21.0.99:3736
汕头经济生活高清,http://154.17.9.124:7088/rtp/239.21.0.102:3748
汕头文旅体育,http://154.17.9.124:7088/rtp/239.21.0.100:3740
汕头文旅体育高清,http://154.17.9.124:7088/rtp/239.21.0.103:3752
汕尾综合高清,http://154.17.9.124:7088/rtp/239.21.0.89:3696
汕尾公共高清,http://154.17.9.124:7088/rtp/239.21.0.90:3700
揭阳电视台综合频道,http://154.17.9.124:7088/rtp/239.21.0.82:3668
揭阳电视台公共频道,http://154.17.9.124:7088/rtp/239.21.0.83:3672
江门综合,http://154.17.9.124:7088/rtp/239.11.0.69:1025
江门综合高清,http://154.17.9.124:7088/rtp/239.10.0.219:1025
佛山综合,http://154.17.9.124:7088/rtp/239.11.0.113:1025
佛山综合高清,http://154.17.9.124:7088/rtp/239.11.0.118:1025
中山综合,http://154.17.9.124:7088/rtp/239.11.0.119:1025
中山综合高清,http://154.17.9.124:7088/rtp/239.11.0.122:1025
东莞综合,http://154.17.9.124:7088/rtp/239.21.0.137:3892
珠海公共高清,http://154.17.9.124:7088/rtp/239.10.0.65:1025
韶关综合高清,http://154.17.9.124:7088/rtp/239.11.0.84:1025
湛江新闻高清,http://154.17.9.124:7088/rtp/239.10.0.253:1025
茂名综合,http://154.17.9.124:7088/rtp/239.10.0.239:1025
肇庆新闻高清,http://154.17.9.124:7088/rtp/239.11.0.53:1025
惠州综合高清,http://154.17.9.124:7088/rtp/239.21.0.27:3448
河源新闻综合,http://154.17.9.124:7088/rtp/239.21.0.50:3540
清远综合高清,http://154.17.9.124:7088/rtp/239.11.0.74:1025
云浮综合,http://154.17.9.124:7088/rtp/239.11.0.76:1025

央视频道,#genre#
CCTV1,http://154.17.9.124:7088/rtp/239.10.0.202:1025
CCTV1高清,http://154.17.9.124:7088/rtp/239.10.0.114:1025
CCTV1超清,http://154.17.9.124:7088/rtp/239.10.0.48:1025
CCTV1FHD,http://154.17.9.124:7088/rtp/239.20.0.96:3016
CCTV2,http://154.17.9.124:7088/rtp/239.10.0.186:1025
CCTV2高清,http://154.17.9.124:7088/rtp/239.10.0.207:1025
CCTV3,http://154.17.9.124:7088/rtp/239.10.0.107:1025
CCTV3高清,http://154.17.9.124:7088/rtp/239.10.0.101:1025
CCTV4,http://154.17.9.124:7088/rtp/239.10.0.187:1025
CCTV4高清,http://154.17.9.124:7088/rtp/239.10.0.245:1025
CCTV4欧洲,http://154.17.9.124:7088/rtp/239.11.0.101:1025
CCTV4美洲,http://154.17.9.124:7088/rtp/239.11.0.102:1025
CCTV5,http://154.17.9.124:7088/rtp/239.10.0.108:1025
CCTV5高清,http://154.17.9.124:7088/rtp/239.10.0.102:1025
CCTV5+,http://154.17.9.124:7088/rtp/239.10.0.213:1025
CCTV6,http://154.17.9.124:7088/rtp/239.10.0.109:1025
CCTV6高清,http://154.17.9.124:7088/rtp/239.10.0.103:1025
CCTV7,http://154.17.9.124:7088/rtp/239.10.0.188:1025
CCTV7高清,http://154.17.9.124:7088/rtp/239.10.0.208:1025
CCTV8,http://154.17.9.124:7088/rtp/239.10.0.110:1025
CCTV8高清,http://154.17.9.124:7088/rtp/239.10.0.104:1025
CCTV9,http://154.17.9.124:7088/rtp/239.10.0.189:1025
CCTV9高清,http://154.17.9.124:7088/rtp/239.10.0.209:1025
CCTV10,http://154.17.9.124:7088/rtp/239.10.0.190:1025
CCTV10高清,http://154.17.9.124:7088/rtp/239.10.0.210:1025
CCTV11,http://154.17.9.124:7088/rtp/239.10.0.191:1025
CCTV11高清,http://154.17.9.124:7088/rtp/239.11.0.24:1025
CCTV12,http://154.17.9.124:7088/rtp/239.10.0.192:1025
CCTV12高清,http://154.17.9.124:7088/rtp/239.10.0.211:1025
CCTV13,http://154.17.9.124:7088/rtp/239.10.0.193:1025
CCTV13高清,http://154.17.9.124:7088/rtp/239.10.0.198:1025
CCTV14,http://154.17.9.124:7088/rtp/239.10.0.194:1025
CCTV14高清,http://154.17.9.124:7088/rtp/239.10.0.212:1025
CCTV15,http://154.17.9.124:7088/rtp/239.10.0.195:1025
CCTV15高清,http://154.17.9.124:7088/rtp/239.11.0.25:1025
CCTV16高清,http://154.17.9.124:7088/rtp/239.11.0.126:1025
CCTV16-4K,http://154.17.9.124:7088/rtp/239.11.0.132:1025
CCTV17,http://154.17.9.124:7088/rtp/239.10.0.243:1025
CCTV17高清,http://154.17.9.124:7088/rtp/239.10.0.244:1025
CCTV4k,http://154.17.9.124:7088/rtp/239.10.0.68:1025
CCTV兵器科技高清,http://154.17.9.124:7088/rtp/239.11.0.57:1025
CCTV电视指南高清,http://154.17.9.124:7088/rtp/239.11.0.58:1025
CCTV风云足球高清,http://154.17.9.124:7088/rtp/239.11.0.59:1025
CCTV央视台球高清,http://154.17.9.124:7088/rtp/239.11.0.60:1025
CCTV高尔夫网球高清,http://154.17.9.124:7088/rtp/239.11.0.61:1025
CCTV女性时尚高清,http://154.17.9.124:7088/rtp/239.11.0.62:1025
CCTV世界地理高清,http://154.17.9.124:7088/rtp/239.11.0.63:1025
CCTV怀旧剧场高清,http://154.17.9.124:7088/rtp/239.11.0.64:1025
CCTV风云剧场高清,http://154.17.9.124:7088/rtp/239.11.0.65:1025
CCTV央视精品高清,http://154.17.9.124:7088/rtp/239.11.0.66:1025
CCTV第一剧场高清,http://154.17.9.124:7088/rtp/239.11.0.67:1025
CCTV风云音乐高清,http://154.17.9.124:7088/rtp/239.11.0.68:1025

卫视频道,#genre#
湖南卫视,http://154.17.9.124:7088/rtp/239.10.0.145:1025
湖南卫视高清,http://154.17.9.124:7088/rtp/239.10.0.115:1025
湖南卫视超清,http://154.17.9.124:7088/rtp/239.10.0.49:1025
湖南卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.95:3020
浙江卫视,http://154.17.9.124:7088/rtp/239.10.0.116:1025
浙江卫视高清,http://154.17.9.124:7088/rtp/239.10.0.179:1025
浙江卫视超清,http://154.17.9.124:7088/rtp/239.10.0.50:1025
浙江卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.94:3024
江苏卫视,http://154.17.9.124:7088/rtp/239.10.0.117:1025
江苏卫视高清,http://154.17.9.124:7088/rtp/239.10.0.180:1025
江苏卫视超清,http://154.17.9.124:7088/rtp/239.10.0.51:1025
江苏卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.93:3028
东方卫视,http://154.17.9.124:7088/rtp/239.10.0.118:1025
东方卫视高清,http://154.17.9.124:7088/rtp/239.10.0.183:1025
北京卫视,http://154.17.9.124:7088/rtp/239.10.0.147:1025
北京卫视高清,http://154.17.9.124:7088/rtp/239.10.0.131:1025
安徽卫视,http://154.17.9.124:7088/rtp/239.10.0.146:1025
安徽卫视高清,http://154.17.9.124:7088/rtp/239.10.0.203:1025
山东卫视高清,http://154.17.9.124:7088/rtp/239.10.0.182:1025
山东卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.56:1025
天津卫视高清,http://154.17.9.124:7088/rtp/239.10.0.181:1025
天津卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.55:1025
黑龙江卫视高清,http://154.17.9.124:7088/rtp/239.10.0.133:1025
黑龙江卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.53:1025
湖北卫视高清,http://154.17.9.124:7088/rtp/239.10.0.134:1025
湖北卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.54:1025
辽宁卫视高清,http://154.17.9.124:7088/rtp/239.10.0.185:1025
辽宁卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.58:1025
四川卫视高清,http://154.17.9.124:7088/rtp/239.10.0.204:1025
四川卫视FHD,http://154.17.9.124:7088/rtp/239.10.0.60:1025
重庆卫视高清,http://154.17.9.124:7088/rtp/239.10.0.205:1025
江西卫视,http://154.17.9.124:7088/rtp/239.10.0.148:1025
江西卫视高清,http://154.17.9.124:7088/rtp/239.10.0.80:1025
河南卫视,http://154.17.9.124:7088/rtp/239.10.0.154:1025
河南卫视高清,http://154.17.9.124:7088/rtp/239.11.0.94:1025
贵州卫视高清,http://154.17.9.124:7088/rtp/239.10.0.222:1025
云南卫视,http://154.17.9.124:7088/rtp/239.10.0.155:1025
云南卫视高清,http://154.17.9.124:7088/rtp/239.11.0.171:1025
东南卫视高清,http://154.17.9.124:7088/rtp/239.10.0.77:1025
河北卫视高清,http://154.17.9.124:7088/rtp/239.10.0.79:1025
吉林卫视高清,http://154.17.9.124:7088/rtp/239.10.0.81:1025
广西卫视高清,http://154.17.9.124:7088/rtp/239.10.0.246:1025
海南卫视,http://154.17.9.124:7088/rtp/239.10.0.165:1025
海南卫视高清,http://154.17.9.124:7088/rtp/239.11.0.172:1025
甘肃卫视,http://154.17.9.124:7088/rtp/239.10.0.169:1025
甘肃卫视高清,http://154.17.9.124:7088/rtp/239.11.0.175:1025
陕西卫视,http://154.17.9.124:7088/rtp/239.10.0.161:1025
山西卫视,http://154.17.9.124:7088/rtp/239.10.0.162:1025
内蒙古卫视,http://154.17.9.124:7088/rtp/239.10.0.163:1025
青海卫视,http://154.17.9.124:7088/rtp/239.10.0.164:1025
宁夏卫视,http://154.17.9.124:7088/rtp/239.10.0.166:1025
西藏卫视,http://154.17.9.124:7088/rtp/239.10.0.167:1025
新疆卫视,http://154.17.9.124:7088/rtp/239.10.0.168:1025
兵团卫视,http://154.17.9.124:7088/rtp/239.10.0.170:1025
厦门卫视,http://154.17.9.124:7088/rtp/239.10.0.178:1025
三沙卫视,http://154.17.9.124:7088/rtp/239.10.0.83:1025
VSPN电竞,http://154.17.9.124:7088/rtp/239.10.0.84:1025
吉林延边卫视,http://154.17.9.124:7088/rtp/239.10.0.140:1025

咪咕体育,#genre#
移动咪咕五大联赛4K,http://154.17.9.124:7088/rtp/239.10.0.69:1025
咪咕-高清赛事1,http://154.17.9.124:7088/rtp/239.10.0.87:1025
咪咕-高清赛事2,http://154.17.9.124:7088/rtp/239.10.0.88:1025
咪咕-高清赛事3,http://154.17.9.124:7088/rtp/239.10.0.89:1025
咪咕-高清赛事4,http://154.17.9.124:7088/rtp/239.10.0.247:1025
咪咕-高清赛事5,http://154.17.9.124:7088/rtp/239.10.0.248:1025
咪咕-高清赛事6,http://154.17.9.124:7088/rtp/239.10.0.249:1025
咪咕-高清赛事7,http://154.17.9.124:7088/rtp/239.10.0.250:1025
咪咕-高清赛事8,http://154.17.9.124:7088/rtp/239.10.0.251:1025
咪咕-高清赛事9,http://154.17.9.124:7088/rtp/239.10.0.252:1025
咪咕-高清赛事10,http://154.17.9.124:7088/rtp/239.11.0.1:1025
咪咕-高清赛事11,http://154.17.9.124:7088/rtp/239.11.0.2:1025
咪咕-高清赛事12,http://154.17.9.124:7088/rtp/239.11.0.3:1025
咪咕-高清赛事13,http://154.17.9.124:7088/rtp/239.11.0.4:1025
咪咕-高清赛事14,http://154.17.9.124:7088/rtp/239.11.0.5:1025
咪咕-高清赛事15,http://154.17.9.124:7088/rtp/239.11.0.6:1025
咪咕-高清赛事16,http://154.17.9.124:7088/rtp/239.11.0.7:1025
咪咕-高清赛事17,http://154.17.9.124:7088/rtp/239.11.0.8:1025
咪咕-高清赛事18,http://154.17.9.124:7088/rtp/239.11.0.9:1025
咪咕-高清赛事19,http://154.17.9.124:7088/rtp/239.11.0.10:1025
咪咕-高清赛事20,http://154.17.9.124:7088/rtp/239.11.0.11:1025
咪咕-高清赛事21,http://154.17.9.124:7088/rtp/239.11.0.12:1025
咪咕-高清赛事22,http://154.17.9.124:7088/rtp/239.11.0.13:1025
咪咕-高清赛事23,http://154.17.9.124:7088/rtp/239.11.0.14:1025
咪咕-高清赛事25,http://154.17.9.124:7088/rtp/239.11.0.18:1025
咪咕-高清赛事26,http://154.17.9.124:7088/rtp/239.11.0.19:1025
咪咕-高清赛事27,http://154.17.9.124:7088/rtp/239.11.0.20:1025
咪咕-高清赛事28,http://154.17.9.124:7088/rtp/239.11.0.21:1025
咪咕-高清赛事29,http://154.17.9.124:7088/rtp/239.11.0.22:1025
